Question,Answer
ඇයි ඔයා හැම වෙලේම මාක් එක්ක රණ්ඩු කරන්නෙ?,මම ඒකට කැමතියි
මුහුද තමයි මම මේ ලෝකෙ ගොඩක්ම ආස තැන,මාත් මුහුදට ගොඩක් ආදරෙයි
ඔයාගෙ පවුලෙ කී දෙනෙක් ඉන්නවද?,පස්දෙනෙක් ඉන්නවා
ඔයාගෙ අම්මා මොනවද කරන්නෙ?,ඇය ගුරුවරියක්
ඔයා අපේ රටට ආදරෙයිද?,මම මගේ රටට ගොඩක් ආදරෙයි
ඔයාට තියෙන්නෙ හරි ලස්සන ඇස් දෙකක්,ගොඩක් ස්තූතියි
මේ පොත කලින් කියවලා තියෙනවද?,නෑ අද අරන් කියවන්න ඕනි
ඔයා මොන වගේ පොත් කියවන්නද ගොඩක්ම ආස?,සාහිත්‍ය පොත් කියවන්න
මාත් එක්ක අද හවස ඇවිදින්න යමුද?,හා අද හවසට අපි ඇවිදින්න යමු
ඔයාගේ අක්කා ඔයාට ගොඩක් ආදරෙයි නේද?,ඔව් එයා මට ගොඩක් ආදරෙයි
ඔයාට ගෙදර යන්න සල්ලි තියෙනවද?,සල්ලි ටිකක් තියෙනවා
ඔයා දෙවෙනියට වැඩිපුරම කැමති රට මොකද්ද?,ජපානය
ඔයා කැමතියිද රගපාන්න,නෑ මම කැමති නෑ
ඇයි අම්මා දුකින් ඉන්නෙ?,මාත් හේතුව දන්නෙ නෑ
මට අද හවසට කතා කරන්න පුලුවන්ද?,පුලුවන් මම කතා කරන්නම්
ඔයාට ගොඩක් සල්ලි තියෙනවද?,ඔව් එයා ව්‍යාපාරිකයෙක් 
මේ ගෙදරද ඔයා නතරවෙලා ඉන්නෙ?,නෑ එහාපැත්තෙ තියෙන ගෙදර
ඔයා රෑට පැය කීයක් විතර නිදාගන්නවද?,පැය හතරක් විතර
ඔයා සතුටින්ද ඉන්නෙ?,නෑ මං දුකින ඉන්නෙ?
මට ආසයි ගොඩක් දේවල් ඉගෙන ගන්න ,අපි ඉගෙන ගමු මං ඔයාට උදවු කරන්නම්
මේ පත්තරය ඔයා කියවලා ඉවරද?,තාම නෑ
මට හාදුවක් දෙන්න පුලුවන්ද?,හරි මම දෙන්නම්
හවසට තේ බීලද ඉන්නෙ?,තාම නෑ
ඔයා මලගෙදර ගියාද?,ඊයෙ ගියා මන්
පහටද වැඩ ඉවර වෙන්නෙ?,නෑ හයට
ඇයි ඔයා මාත් එක්ක කතා කරන්නෙ නැත්තේ?,මට මේ දවස්වල වැඩ ටිකක් වැඩියි ඒකයි
ඒ කතාව ලස්සනයි නේද?,ගොඩක් ලස්සනයි
ගෙදරට තව ගොඩක් දුර යන්න ඕනිද?,තව කිලෝමීටරයක් විතර යන්න ඕනි
ඇයි ඔයා මට බනින්නෙ? ,මට තරහ ගිය නිසා
කවදද අපි ආපහු හම්බවෙන්නෙ?,එන මාසේ ආපහු හම්බවෙමු
මේ පොත මට ඕනි,මං ඒක හෙට දෙන්නම් ඔයාට
අද හොදටම වහිනවා,මෙහාටත් එහෙමයි
හෙට ඉස්කෝලෙ යනවද?,ඔව් යනවා
ඔයාගෙ උපන්දිනේ කවදද?,මැයි 07
උදේ ඇහැරුනේ කීයටද?,පාන්දර 5ට
හවසට පහන තිබ්බද?,තාම නෑ
ඔයා දවසට වතුර කොච්චර විතර බොනවද?,ලීටර් 3ක් විතර
අපි විනෝද චාරිකාවක් යමුද?,ඒක හොද අදහසක්
අපිට දිනන්න පුලුවන් වෙයිද?,අනිවාර්යයෙන්ම පුලුවන්
මේ දවස්වල වැඩ වැඩී නේද?,ටිකක් වැඩ වැඩී තමයි
ඔයාගෙ කයහඩ ලස්සනයි,හැමෝම වගේ කියනවා
මේ ඉස්කෝලෙටද ඔයා පොඩි කාලෙ ගියෙ?,ඔව්
කොළඹට යන පාර මට පොඩ්ඩක් කියන්න පුලුවන්ද?,හරි මම කියන්නම්
ඔයාට නිවාඩු හම්බවුනාද?,තාම නෑ
මට ගෙදර ගිහින් කෝල් එකක් දෙන්න,ගිය ගමන් දෙන්නම්
ඔයා අන්තිමටම බලපු චිත්රපටය මොකද්ද?,වන් ඉයර් මෙඩ්ලි
ඔයාගෙ වයස කීයද?,අවුරුදු විසි තුනයි
එයාගෙ තීරණේ මොකක්ද?,මම කැමතියි
සර්ට කතා කළාද?,ඔව් කතා කළා
ඔහු ඒවිද?,එනවා කිව්වා
අද කීයටද කඩේ වහන්නේ?,පහට විතර
තාතාතා වැඩද?,නැ අද ගෙදර
අපි දේවාලෙ යමුද?,සෙනසුරාදා යමු
රැස්වීම කීයටද?,රැස්විම අද නෑ
ඇඳිරි නිතිය දාලද?,ඔව් කතා කළා
ඊයේ වැස්සද?,වැස්සා
ජනාධිපති දැන් කොහේද?,මාලදිවයිනේ
ඉස් එකේ ඉඩ තිබුනද?,නැ ඉඩ නෑ
විදුලිය ලැබුද?,තවම නෑ
අපිට ආරක්ෂාව ලැබෙයිද?,ලැබෙයි
නංගිගෙ පොත කොහෙද?,මේසෙ උඩ
සෙරෙප්පු දෙක මදිද?,ටිකක් මදි
උයලා ඉවරද?,තාම නෑ
නාන්න යමුද?,හා යමු
සමාජ මාධ්‍යවල ඉන්නවද?,ඔවු ඉන්නවා
සමෘද්ධිය තියෙනවද?,අපිට නෑ
පඩි ගත්තද?,ඔවු ඉන්නවා
මේ තත්වෙ භයානකද?,ඔවු ගොඩක්
අපි යන්නේ කොහොම?,පයින් යමු
විටමින් ටික බිව්වද?,බොන්න ඔනි
ඔයා පිට්ටනියට ආවද?,එන ගමන් මම
අම්මා පාසලට ඒවිද?,එනවා කිව්වා
සර්ලා විරෝදතාවෙට ගියාද?,ගියා
වාර්තාව ඉදිරිපත් කරමුද?,හැමෝම එනකන් ඉමු
ඔයා ආසම ක්‍රිඩාව මොකක්ද?,ක්‍රිකට්
ජිවිතේ සුන්දරයිද?,නැ
ගණන් හදමුද?,මට කම්මැලි
එයාට නටන්න පුලුවන්ද?,හොඳට පුලුවන්
නිවේදන කටයුතු සුදානම්ද?,සූදානම් කරනවා තාම
මට උදව්කරනවද?,හා 
වතුර එකක් දෙන්න පුලුවන්ද?,ඉන්න දෙන්නම්
ඔයා කේන්තියෙන්ද ඉන්නේ?,නෑ සතුටෙන් ඉන්නෙ
බණ මඩුව කඩලද?,නැ නෑ
ළමයි ශ්‍රමදානෙට ආවද?,හැමෝම ආවා
හංදියෙ කඩයක් තියේද?,කතියෙනවා
කලාව ජීවිතේට ඕනිද?,අනිවාරෙන් ඕනි
 ඔයා ආගමට ලැදිද? ,ඔව්
අපි අදම වැඩේ කරමුද?,හා කරමු
පෙට්‍රල් හෙයා ගත්තද?,තමව නෑ
ඔයාට සිංදු කියන්න පුලුවන්ද?,අපෝ බෑ
ඔයාට කේන්ති ගියේ ඇයි?,මං වරදක් නොකරපු නිසා
සිංහරාජෙ බලන්න යමුද?,යමු යමු
නංගි ඇයි තාම පරක්කු,පංති ඉවර නැතිවැති
ඔයාට පිස්සුද?,අපෝ නෑ
අපි දන්සලට යනවද?,යමු යමු
අයුක්තියට එරෙහිව නැගී සිටිමු නේද?,ඔවු අනිවාරෙන්
දවල්ට ටිවී බලමුද?,අද කරන්ට් එක නෑ
රෝගියාගේ තත්වෙ කොහොමද?,දැන් ගොඩක් හොඳයි
ෆාමසියෙන් බෙහෙත් ගමු?,හා ගමු
මට බෝනික්කෙක් අරන් දෙනවද?,දැං සල්ලි මදි පුතේ
