0,1
මෙ ලිපිය ඔයාට ඔනැද?,නැහැ මට ඔනැ නෑ
ඔයාට දැනෙනනවද,ඔව් දැනෙනවා 
ඔබ වීඩියෝ ක්‍රීඩා වලට කැමතිද? ,කැමති
සුනාමි ආවේ මොන අවුරුද්දෙද?,2004 දී
ඔයා ජෝතිපාල මහත්තව දන්නවද,ඔව් දන්නවා
මට දිනන්න පුළුවන් වෙයිද? ,උත්සාහ කරලා බලමු 
ඔබ කාගෙද?,මා ඔබේ
අපි පීනමුද?,පිීනමු.
ඔබගේ මනසේ මොනවා හරි තියෙනවද?,නැ මොකුත් නැ
මට ඔබව පරීකෂා කළ හැකිද?,හැකියි
ක්ලාන්තයක් හැදුනද?,ඔව් හැදුනනෙ
ඔබ හැමවිටම මත්පැන් බොනවාද,ඔව්
මේ පඩිපෙළ කොහාටද තියෙන්නේ?,දන්නෙ නෑ
එන්නත් විදගත්තාද,මාත්‍රා තුනම විද්දා
ඇස්වහ නැති වුනාද?,උනා
එයා ඇයි එච්චර මහත,ඒ හැටි
මම ඉදගන්නද?,වාඩිවෙන්න.
ඔයාට පිරිමි යහළුවෙක් ඉන්නවාද?,ඔව් ඉන්නවා
ක්‍රිකට් තරඟය දිනුවෙ කවුද?,අපි
හන්දියෙන් බහිනවද?,නැහැ නැහැ
ජිම්පප්පා කල්දේරමට වැටුනද,වැටුනා 
අද පන්තියට එන්න පරක්කු වුනා නේද,ඔව් බස් අඩු නිසා
කලාකරුවන්ට රටේ තැනක් ලැබෙනවද?,ඔව්
ඔබට වෙනත් යමක් අවශ්‍ය ද?,නැහැ ස්තුතියි
කතා කරන්න බැරි ඇයි?,මට කතා කරන්න දෙයක් නෑ
ඔයා ඇයි මට වද දෙන් නෙ,නිකම්
ඉන්ටනෙට් කනෙක්ට් උනාද?,තවම නෑ
මට විට කන්න දෙනවාද?,මෙහේ විට නැහැ
තෝමස් අල්වා එඩිසන් කියන්නෙ කවුද,විදුලි බල්බය හොයාගත්තේ එයානේ
මේ නිය ආලේපනය කොහෙන්ද?,පිටරටින් ලැබුනේ
කො මහ උන්දැ?,එයා ඉඩමට ගියා
ඔයාට වතුර ඕනෙ ද?,නෑ 
එයා ඉන්නෙ කොහෙ ඉස්කොලෙද,ගම්පහ ඉස්කෝලේ 
මං සිංදුවක් කියන්නද?,හා කියන්න
ඔබට එන්න පුළුවන්ද ?,ඔව් මට පුළුවන් 
තොරණ කොහෙද පෙන්නන්නෙ,පිට්ටනියේ 
මෙහි අරමුණ කුමක්ද ,මෙකේ අරමුණ ළමයින්ගේ බය නැති කරන එක
මිනිස්සු ඇයි වෙළදාම් කරන්නේ?,මුදල් උපයන්න
වහින්න කලින් පරිසරය වෙනස් වෙනව නේද,ඔව්
අවකාශයේ මොනවද තියෙන්නේ?,දන් නෑ
රසයිද?,ඔව් රසයි
කවුද මුලින් ආවෙ,මම ආවේ
ljqo Thdf. whshd,"Tyq finf,la"
ඔයා බත් එක්ක කන්න ආස මොනාද?,මැල්ලුම්
කොන්ඩෙ කැපුවද?,ඔව් කැපුවා.
එහෙම කියද්දි සින්දුවක් මතක් උනාද?,ඔව් මතක් උනා
සුභ රාත්‍රියක් යාලුවා.,සුභ රාතියක්.
අසීරුද?,නෑ
අද කාගේ උපන්දිනේද ?,සචින්තගේ
මම ලස්සන ද,ඔව් ගොඩක්
පොලීසියෙ ඉන්න බහුතරය තිරිසන්නු වගේ නේද ?,ඔව් එක ඇත්ත
මාතර කට්ටඩියෝ ඉන්නවද?,ඉන්නවා
ඉංග්‍රීසි හෝඩියේ අකුරු කීයක් තියද?,විසි හයක් තියනවා
රැධිරය ප්‍රවාහන වේගය වැඩි කල හැකි ක්‍රමයක් සදහන් කරන්න?,සිනහ විම
එයාගෙ ජීවිතය ඉතාම කටුක ජීවිතයක් නේද,ඔව් එ වගෙ
මේ ගවුම ගණන් ද? ,නෑ එච්චර ගණන් නෑ.
ලයිට් නිවලද ආවේ,ඔව්
ඔහුට වෙඩි තියමුද?,පොලීසියට හසු වෙයි අප
මේක හොඳයිද?,ඔවු
ඔයා එයාට දැඩි ලෙස ගෞරව කරනවා නේද,ඔව් අපි එයාට ගරු කරනවා
වර්ෂා වේලාවට පාරේ ගමන් කළයුතුද? ,නැත
වැස්ස තද වෙයි වගේ නේද,ඒවගේ නේද
මොනවද ඔබගේ අළුත් තොරතුරු,වැඩි දෙයක් නැහැ
කරන්ට් බිල ගෙව්වද,ඔව්
එළවළු කැපුවද?,කැපුවා
එහෙනම් කොහොමද අපි කෑම හදලා බලන්නේ?,දන්නෙ නෑ
දෙහි ගහක කටු තියෙන්නෙ ඇයි අම්මෙ?,දන්නෙ නෑ පුතේ
ඔයා කී පාරක් රට ගියාද?,එක පාරයි
කොහොමද අපි මේක කරන්නේ?,ටිකක් කලපනා කරල බලමු
ඔබ ඉතිහාසය විශයට කැමති ද?,නෑ 
ඔබ සාමාන්‍ය වැසියෙක්ද,ඔව් එහෙම තමයි 
කව්ද ඒම කීවේ?,මම තමයි කීවේ
දැන් මා යන්නද?,යන්න
ඔබ ඇය ගැන සිතන්නේ කුමක්ද?,ඇය අලංකාර තැනැත්තියකි
ඔයා එයාගෙ අතින් අල්ලලා තියෙනවද?,ඔව් තියෙනවා
කව්ද ඒක ගැන දන්නේ,අරගොල්ලෝ දන්නවා ඇතී
ඔයාට පාසැල් කාලය මතකද?,පාසැල් කාලයට කැමති
කී දෙනෙක් වැඩට ආවද?,දහයක් විතර
පිළිවෙලකට ඉන්න පුළුවන්ද?,ඔව් පුළුවන්
අද අපි කොහේද ඉන්නේ?,ගන්නෝරු පන්සලේ
පිටරට සීතලයිද?,ඔව්
ඔබේ හැදුනුම් පතට මොනවද වුනේ?,එය නැති වුණා.
ඔයා ආඩම්බරයිද?,ඔව්
ඔයාට තුවාලද මල්ලි?,ටිකක් තුවාලයි.
කොමඩු කමුද?,හා කමු
බහින තැන මගැරෙයිද?,විමසිල්ලෙන් ඉමු
නෙට්බෝල් කණ්ඩායමක සාමාජිකයන් කීයක් ඉන්න ඕනෙද?,7ක් 
හැමෝම නරක අයද?,නැහැ
තරුණ වීමට බෙහෙත් තියෙනවද? ,නෑ 
ඇමතිතුමා එනවලු නේද?,එනවලු නේ
ආච්චි සිල් ගත්තද?,ඔව් ඇය පන්සල් ගියා
මේ බස් එජ වේගෙන් යනවාඅනේද?,ඔව් වේගෙන් යනවා
මේ ඇදුම කීයක් වෙයි කියලද හිතන්නෙ?,2000ක් වෙයි
කවදාද ඔබ එන්නේ?,අනිද්දා
ඔයා මුකුත් කෝස් එකක් කරනවද?,නෑ තාම නම් නෑ
තෙල් දුන්නද?,ඔව්.දුන්නා.
ඔයාගෙ වයස කියද?,අවු.20යි
ඇයි ඔයා ඒවා කන්න ආස?,ඒවා රසයි
මේ පැත්තේ කොහෙද පොත් සාප්පූවක් තියෙන්නේ.,ටව්න් එකේ තියනවා.
අර යන්නෙ ඔයාගෙ යාලුවෙක්ද,ඔව් මගේ යාලුවෙක් 
වැඩ කරලා මහන්සිද,ඔව් ටිකක්
ඔයාට බෝඩිම එපා වෙලාද?,මම බොඩිමට කැමති නෑ
මෙහෙ ගොඩක් මදුරො ඉන්නවා නේද?,ඔව් ගොඩක් 
බඩ යන එවත් තියනවාද,ඔව් තියනවා
ඔයාට ගෙදර වැඩ කරන්න පුළුවන්ද ?,මම ගෙදර වැඩ කරන්න කැමති
ඇයි ඔයා දුකින් වගේ,ටිකක් සනීප මදි
ඇයි මිනිස්සුන්ට මේවා තේරෙන් නැත්තේ,රැවටිලා ඉන්නේ
මිමිස්සු කඩා වැටෙන්න හේතු මොනවාද?,"මානසික පීඩනය
"
බෙල් එක ගහනවා,අපි පරක්කුයි
ආයෙ එලවළු ගණන් ගියාද ?,ඔව් ගිහින්
කාබන්ඩයොක්සයිඩ් වායුව ජලයේ දිය වෙනවාද? ,ඔව් 
